Mod√®le,AIC,MAPE,RMSE,MSE,MAE
"(2, 0, 0)(0, 0, 0, 6)",-216.5230396725228,3.67802640271963,1571.2304477117943,2468765.1198166055,1151.5698763987139
"(2, 0, 0)(0, 0, 0, 12)",-216.5230396725228,3.67802640271963,1571.2304477117943,2468765.1198166055,1151.5698763987139
"(2, 0, 0)(0, 0, 1, 6)",-210.19403151984375,3.7117608036572034,1587.4684866307246,2520056.1960456427,1162.947829667181
"(2, 0, 0)(0, 0, 1, 12)",-177.86226787442467,3.6670760827099955,1571.2568909387358,2468848.2173224622,1148.4247903761452
"(2, 0, 0)(0, 0, 2, 6)",-4.386690936436766,12.486183920695265,5394.850432726273,29104411.191486854,3900.9047956735603
"(2, 0, 0)(0, 0, 2, 12)",2480.060477058557,4.088336437399637,1760.5213749534955,3099435.511668146,1301.304720778669
"(2, 0, 0)(0, 1, 0, 6)",-237.25977715547552,5.296227140561953,2182.1425949863456,4761746.304853742,1643.4378445729044
"(2, 0, 0)(0, 1, 0, 12)",-276.4725415365868,5.547710522241681,2199.396430544649,4837344.658692542,1722.5126546416961
"(2, 0, 0)(0, 1, 1, 6)",-278.5023303236334,5.0007249939951155,2002.4507073387545,4009808.8353214776,1561.4922647239607
"(2, 0, 0)(0, 1, 1, 12)",-252.1539215417526,5.237760025918244,2083.0551563842137,4339118.784538861,1634.1046446170667
"(2, 0, 0)(0, 1, 2, 6)",-264.18865151306835,5.401609449228078,2116.5929863950755,4479965.870056825,1680.2964439404532
"(2, 0, 0)(1, 0, 0, 6)",-220.43423029603557,4.011316763767486,1678.8829553712824,2818647.977836211,1257.02181446533
"(2, 0, 0)(1, 0, 0, 12)",-274.7753059937741,5.5857833356926765,2214.4749056978694,4903899.107965588,1733.0897446192237
"(2, 0, 0)(1, 0, 1, 6)",-295.0268780439178,5.117560071792219,2040.1748073982171,4162313.244742352,1592.551268140074
"(2, 0, 0)(1, 0, 1, 12)",-298.5607735151392,5.3341636350359005,2107.345139514995,4440903.537037473,1660.1596414507142
"(2, 0, 0)(1, 0, 2, 6)",-276.75598544478555,5.37148600597054,2096.7120952730825,4396201.61046444,1671.9832988345106
"(2, 0, 0)(1, 0, 2, 12)",-210.15815533930686,5.5765255954991,2161.9856861996313,4674182.107332091,1739.3850923663877
"(2, 0, 0)(1, 1, 0, 6)",-282.8265152739596,5.37954955478207,2147.4143040476583,4611388.193228489,1670.1390817960591
"(2, 0, 0)(1, 1, 0, 12)",-243.397249445706,5.973040025206704,2314.1746892454466,5355404.49234426,1855.9990603048564
"(2, 0, 0)(1, 1, 1, 6)",-287.4081814024651,5.363751452276506,2107.748035025611,4442601.779154325,1668.705101077961
"(2, 0, 0)(1, 1, 1, 12)",-244.93620639993492,5.702672370045352,2229.794838120246,4971985.020107693,1774.666795774909
"(2, 0, 0)(1, 1, 2, 6)",-279.4002954324986,5.181112093364545,2073.167293915708,4298022.62856178,1615.6062120204
"(2, 0, 0)(2, 0, 0, 6)",-281.1036963401832,5.433518752485744,2163.9238808572554,4682566.562144326,1685.6418529109537
"(2, 0, 0)(2, 0, 0, 12)",-241.8466507589889,6.0118418932913045,2327.734695353681,5418348.811953296,1866.5267202587265
"(2, 0, 0)(2, 0, 1, 6)",-283.13447598804845,5.432318826175366,2119.5658607603064,4492559.438100578,1689.921499218828
"(2, 0, 0)(2, 0, 1, 12)",-243.82731420357936,5.753234694601668,2245.606044291364,5042746.506157907,1787.841039739337
"(2, 0, 0)(2, 0, 2, 6)",-296.6742883296521,5.184953297304299,2063.936266513156,4259832.912228266,1614.3198246955462
"(2, 0, 0)(2, 0, 2, 12)",-241.7713767897403,5.911480046647547,2297.8495948727127,5280112.76065669,1836.0535547393
"(2, 0, 0)(2, 1, 0, 6)",-259.7519538949233,5.318761740497009,2119.846417271903,4493748.8328205235,1651.45536545326
"(2, 0, 0)(2, 1, 0, 12)",-192.73430043905358,5.678727069667663,2220.8686579462924,4932257.595848166,1767.2941146494024
"(2, 0, 0)(2, 1, 1, 6)",-263.6901434240231,5.338341913473151,2098.364356274793,4403132.971684527,1661.169071279321
"(2, 0, 0)(2, 1, 1, 12)",-190.99842984954947,5.700722683740684,2226.270483615011,4956280.266215416,1773.6802185576607
"(2, 0, 0)(2, 1, 2, 6)",-272.3327944971701,5.226433250563927,2087.996730060763,4359730.344744439,1628.982100850305
"(2, 0, 1)(0, 0, 0, 6)",-252.744042104872,3.9420586128609165,1595.3455486327296,2545127.419542265,1228.5694363964276
"(2, 0, 1)(0, 0, 0, 12)",-252.744042104872,3.9420586128609165,1595.3455486327296,2545127.419542265,1228.5694363964276
"(2, 0, 1)(0, 0, 1, 6)",-238.71715896246508,3.9761749316613284,1609.1082283681812,2589229.2906021867,1239.1976931317538
"(2, 0, 1)(0, 0, 1, 12)",-205.71738120946,4.090970558736331,1615.2768958781069,2609119.450357612,1272.1298376621512
"(2, 0, 1)(0, 0, 2, 6)",-34.45398367950587,11.289972187390081,5018.524703045007,25185590.195072975,3508.326328319569
"(2, 0, 1)(0, 0, 2, 12)",1232.3028778803734,4.000884118056956,1690.4157093050912,2857505.2702654344,1265.2742606647794
"(2, 0, 1)(0, 1, 0, 6)",-235.26036930998072,5.296092485794276,2182.0236655343324,4761227.276951885,1643.3941690360273
"(2, 0, 1)(0, 1, 0, 12)",-274.29207917621494,5.609387009075366,2224.5290579625216,4948529.529719625,1741.5339710092
"(2, 0, 1)(0, 1, 1, 6)",160.71087025812992,90.45310719789167,29400.368511638397,864381668.6201386,28161.78973720035
"(2, 0, 1)(0, 1, 1, 12)",-245.66013644282904,5.244775599439508,2086.4126485706142,4353117.740115445,1636.1709530882606
"(2, 0, 1)(0, 1, 2, 6)",-163.31557750155469,17.145218181531572,6602.0943984887945,43587650.44655711,5330.643870510591
"(2, 0, 1)(1, 0, 0, 6)",-250.5396220015063,4.42194227507013,1728.0823986962287,2986268.7766837114,1371.8104881271154
"(2, 0, 1)(1, 0, 0, 12)",-266.2243345377351,5.579981019757508,2191.168417142302,4801219.032281902,1733.2637827740475
"(2, 0, 1)(1, 0, 1, 6)",-289.1788354877197,5.047348902443883,2007.640579259882,4030620.6954909544,1571.817395036811
"(2, 0, 1)(1, 0, 1, 12)",-294.334035888479,5.408695402060809,2125.711011288727,4518647.3035141425,1681.4349488511934
"(2, 0, 1)(1, 0, 2, 6)",-269.76924361126294,5.346266022876986,2086.2741287318795,4352539.740215964,1661.7933574746166
"(2, 0, 1)(1, 0, 2, 12)",-236.18180025395904,5.794925420084021,2243.2253672593642,5032060.04831591,1798.82969685864
"(2, 0, 1)(1, 1, 0, 6)",158.65509012363486,96.16294202783833,30240.2250091834,914471208.6060412,29940.196363739073
"(2, 0, 1)(1, 1, 0, 12)",-241.39903829629492,5.973030676783828,2314.2203290180423,5355615.731240377,1855.9966720248767
"(2, 0, 1)(1, 1, 1, 6)",151.49921396500278,94.82030024981252,30041.97010813525,902519967.978092,29523.22560106192
"(2, 0, 1)(1, 1, 1, 12)",-242.9392613720298,5.701830666449413,2229.3946101475817,4970200.327755087,1774.4074315473433
"(2, 0, 1)(1, 1, 2, 6)",124.1004407718704,94.19447931158308,29972.810280288777,898369356.0981846,29328.870682137396
"(2, 0, 1)(2, 0, 0, 6)",-273.5297915134369,5.341678852159007,2121.4890893075203,4500715.956050851,1657.5346419033765
"(2, 0, 1)(2, 0, 0, 12)",-241.6340639396708,6.114608695061726,2360.2873396399596,5570956.325664677,1896.8774059619868
"(2, 0, 1)(2, 0, 1, 6)",-276.0022990024169,5.377924222944537,2105.8343117891804,4434538.148708611,1670.0471824843714
"(2, 0, 1)(2, 0, 1, 12)",-241.21394975173965,5.799787807317101,2255.0669820952858,5085327.093736339,1800.6860167346438
"(2, 0, 1)(2, 0, 2, 6)",-289.40726299561885,5.237974093968509,2071.2604389962953,4290119.8061511265,1629.6143063300788
"(2, 0, 1)(2, 0, 2, 12)",-238.9680588750828,5.8517520182529505,2274.2974714993543,5172428.988868356,1816.5529951140543
"(2, 0, 1)(2, 1, 0, 6)",-173.1795800938618,5.9276988709068865,2380.95471089568,5668945.335336331,1841.9980682996877
"(2, 0, 1)(2, 1, 0, 12)",-190.7638014084521,5.678438823010531,2221.209694406779,4933772.5065266555,1767.2448080925533
"(2, 0, 1)(2, 1, 1, 6)",-212.20301607849586,5.611642692269017,2221.8002230681163,4936396.231225531,1749.0791294627886
"(2, 0, 1)(2, 1, 1, 12)",-188.98547158675964,5.686690030580785,2222.3805352833033,4938975.243606102,1769.545276780358
"(2, 0, 1)(2, 1, 2, 6)",129.98920722599797,93.65681533737444,29924.674108501615,895486120.5000268,29161.893785500484
"(2, 0, 2)(0, 0, 0, 6)",-241.23294072329182,4.0456460901497335,1608.916295366131,2588611.645494675,1258.8029963830818
"(2, 0, 2)(0, 0, 0, 12)",-241.23294072329182,4.0456460901497335,1608.916295366131,2588611.645494675,1258.8029963830818
"(2, 0, 2)(0, 0, 1, 6)",-102.32512050633962,5.651839456769594,2306.18910615412,5318508.193343938,1758.4588567014098
"(2, 0, 2)(0, 0, 1, 12)",-196.35701832817531,4.215651153714544,1631.709650967904,2662476.385061799,1308.9800995405742
"(2, 0, 2)(0, 0, 2, 6)",-29.056853693563106,10.932109192169184,4879.540781295071,23809918.23632171,3401.6430372046866
"(2, 0, 2)(0, 0, 2, 12)",2118.7748625563713,4.569070300120164,1748.7014971407577,3057956.926102327,1417.953556235058
"(2, 0, 2)(0, 1, 0, 6)",-236.2323755597933,4.878383928595902,2014.6991413831176,4059012.6302898717,1520.2790612835151
"(2, 0, 2)(0, 1, 0, 12)",-276.04814734691087,5.850268263050785,2359.408109827209,5566806.628718404,1816.06224619789
"(2, 0, 2)(0, 1, 1, 6)",-267.58516093089503,4.9885871089921245,1995.9210851697485,3983700.9782251865,1558.3015288889667
"(2, 0, 2)(0, 1, 1, 12)",-242.0166876272889,5.288559292692835,2103.3545767874853,4424100.475692862,1649.4270453022912
"(2, 0, 2)(0, 1, 2, 6)",-249.1170481690757,5.402503397602178,2114.2183142889617,4469919.080474858,1680.259670093741
"(2, 0, 2)(1, 0, 0, 6)",-248.31535523198568,4.362654667134669,1721.0720601801086,2962089.0363326035,1354.5019342486016
"(2, 0, 2)(1, 0, 0, 12)",-266.5945475291989,5.343552558588809,2083.905179602339,4342660.7975734575,1651.9169615349435
"(2, 0, 2)(1, 0, 1, 6)",-284.82608277915125,5.020257541409567,1999.8517523124776,3999407.0312272874,1565.177897767956
"(2, 0, 2)(1, 0, 1, 12)",-286.62593494681516,5.360208332972116,2103.165258698188,4423304.105395016,1668.175222180073
"(2, 0, 2)(1, 0, 2, 6)",-264.6745163937236,5.274964535509542,2066.4532551116504,4270229.055561536,1641.8574348771895
"(2, 0, 2)(1, 0, 2, 12)",-227.48219129394727,6.290716138308285,2384.9245122339216,5687864.929054209,1942.1886377472963
"(2, 0, 2)(1, 1, 0, 6)",-274.5740431631088,5.25267935756788,2092.339775292509,4377885.735271107,1632.9213136550543
"(2, 0, 2)(1, 1, 0, 12)",-245.00900421642717,5.776238951184757,2248.5812469156854,5056117.623980898,1795.432893258797
"(2, 0, 2)(1, 1, 1, 6)",-278.36967902023736,5.348135364809803,2095.6918680039457,4391924.405617868,1664.5260121050778
"(2, 0, 2)(1, 1, 1, 12)",-243.11348515177127,5.576351590103505,2195.352018414333,4819570.484755886,1735.3003549400187
"(2, 0, 2)(1, 1, 2, 6)",-264.90257647826115,5.179956049350903,2071.200514109639,4289871.569648031,1615.5024770444406
"(2, 0, 2)(2, 0, 0, 6)",-275.5254162356478,5.423535468818946,2165.625429114897,4689933.499229082,1681.795280608837
"(2, 0, 2)(2, 0, 0, 12)",-238.74607280256777,6.0505213904241,2334.9340791488526,5451917.1539707,1877.9985180565175
"(2, 0, 2)(2, 0, 1, 6)",-276.8000256409843,5.316366526144466,2082.0719506900414,4335023.607850235,1653.355701028483
"(2, 0, 2)(2, 0, 1, 12)",-239.42638746359899,5.719916989242982,2231.648762918067,4980256.201033738,1777.4065331468926
"(2, 0, 2)(2, 0, 2, 6)",-286.4395272056043,5.235931067715568,2073.096488443877,4297729.050398335,1628.908610695962
"(2, 0, 2)(2, 0, 2, 12)",-228.1507661540426,6.073840737631668,2352.3226708981774,5533421.948021535,1886.5666364467895
"(2, 0, 2)(2, 1, 0, 6)",-254.64531462679133,5.275688350396537,2097.96467765892,4401455.788704498,1638.523243661216
"(2, 0, 2)(2, 1, 0, 12)",-188.84975387961745,5.6771470632905805,2220.1279232429197,4928967.995562919,1766.8113327453918
"(2, 0, 2)(2, 1, 1, 6)",-253.62638456064752,5.3237539475879085,2087.59514772338,4358053.5007982,1658.2195057552183
"(2, 0, 2)(2, 1, 1, 12)",-187.10317188189168,5.700089420805092,2226.0019313271555,4955084.598272226,1773.4902937524232
"(2, 0, 2)(2, 1, 2, 6)",-256.81833128905726,5.269371387768933,2090.7189367507835,4371105.672488327,1642.1334042570732
"(2, 1, 0)(0, 0, 0, 6)",-216.48571859813552,3.5964959218454613,1566.073660798338,2452586.7110463083,1127.8650914852499
"(2, 1, 0)(0, 0, 0, 12)",-216.48571859813552,3.5964959218454613,1566.073660798338,2452586.7110463083,1127.8650914852499
"(2, 1, 0)(0, 0, 1, 6)",-211.26463351590618,3.7794155190221335,1590.7968153550507,2530634.5077437717,1182.004225708325
"(2, 1, 0)(0, 0, 1, 12)",-207.870165817043,3.8861407645606083,1686.5425715378092,2844425.845609366,1234.306940690249
"(2, 1, 0)(0, 0, 2, 6)",-207.67873504838326,3.8964081649481064,1647.4544706048102,2714106.2327157757,1228.989394840936
"(2, 1, 0)(0, 0, 2, 12)",2382.4129413294,185.23244424375412,98263.26038004676,9655668340.516869,57495.55038147024
"(2, 1, 0)(0, 1, 0, 6)",-208.99857667567304,5.443383702715013,2252.046076461368,5071711.5305050425,1688.4028039383302
"(2, 1, 0)(0, 1, 0, 12)",-237.18193015896293,5.2850652772493945,2099.387029674851,4407425.900366994,1664.6936703076426
"(2, 1, 0)(0, 1, 1, 6)",-252.6619367137061,5.160674105324044,2071.7565089135205,4292175.032225538,1605.31380267875
"(2, 1, 0)(0, 1, 1, 12)",-224.79537376019715,5.117376183111714,2057.6964040846265,4234114.491382803,1604.3483070506334
"(2, 1, 0)(0, 1, 2, 6)",-239.75710857459498,5.591153223683143,2191.282865486426,4801720.596574403,1736.769530127473
"(2, 1, 0)(1, 0, 0, 6)",-224.49862174349903,4.173049414244948,1714.453286234643,2939350.0706807664,1301.8373409649446
"(2, 1, 0)(1, 0, 0, 12)",-242.2145561981047,4.787306751909729,1923.0107608577023,3697970.3863745187,1509.2602367344687
"(2, 1, 0)(1, 0, 1, 6)",-265.2119055341012,5.363530585892137,2150.6464283836685,4625280.059919429,1667.6588353584095
"(2, 1, 0)(1, 0, 1, 12)",-267.001398155953,5.331801825512937,2139.9676931866798,4579461.72788272,1670.5486125587597
"(2, 1, 0)(1, 0, 2, 6)",-253.75519610266576,5.842508671337336,2284.3310531437373,5218168.360356776,1813.071139082368
"(2, 1, 0)(1, 0, 2, 12)",2482.019323485203,19.88789635990939,6501.567690938318,42270382.43985302,6110.105829602698
"(2, 1, 0)(1, 1, 0, 6)",-245.17416761179155,5.028096659543028,2033.0120808825948,4133138.1210145783,1580.9917107506828
"(2, 1, 0)(1, 1, 0, 12)",-219.2968229973764,6.090111355257213,2364.032531470245,5588649.809849615,1890.860105100803
"(2, 1, 0)(1, 1, 1, 6)",-258.20395856507105,5.339170379177979,2104.7504371032296,4429974.402486236,1662.7416468342149
"(2, 1, 0)(1, 1, 1, 12)",-220.3479824686129,5.849196493509915,2284.908722812285,5220807.871583667,1817.5069966060828
"(2, 1, 0)(1, 1, 2, 6)",-249.03308792409706,5.031684575172993,2031.8039705060976,4128227.374564343,1575.534287226879
"(2, 1, 0)(2, 0, 0, 6)",-245.04227215682926,4.789651424444222,1938.5386973767622,3757932.281227194,1507.3515310585042
"(2, 1, 0)(2, 0, 0, 12)",-217.29738580110916,6.096081186993456,2366.3400446890028,5599565.207098752,1892.6493493481737
"(2, 1, 0)(2, 0, 1, 6)",-257.29397400124947,5.676328601037826,2233.338033931855,4987798.773806604,1764.829790740281
"(2, 1, 0)(2, 0, 1, 12)",-218.85786224300247,6.0220136230342645,2356.615379871282,5553636.048645867,1870.380552082793
"(2, 1, 0)(2, 0, 2, 6)",-266.0329494303979,5.414436534349323,2179.2811772107484,4749266.449345066,1692.2304308547448
"(2, 1, 0)(2, 0, 2, 12)",2383.01317896583,2507300.1118141827,823028095.5377924,6.773752460445656e+17,778666920.0758343
"(2, 1, 0)(2, 1, 0, 6)",-226.72874904594738,5.021132441258336,2038.0644992431126,4153706.903075079,1572.6974404056893
"(2, 1, 0)(2, 1, 0, 12)",-173.6298253456444,5.783921428187345,2257.7815556942787,5097577.553233277,1797.5036651936643
"(2, 1, 0)(2, 1, 1, 6)",-231.8987436806776,5.382997841123917,2122.8813504698105,4506625.228172526,1675.9441680779037
"(2, 1, 0)(2, 1, 1, 12)",-172.21122691816706,5.777117692388919,2253.733834993385,5079316.198993989,1796.0443687735215
"(2, 1, 0)(2, 1, 2, 6)",-236.91135276202627,5.157766704407511,2063.8234502160776,4259367.233661795,1610.857520646508
"(2, 1, 1)(0, 0, 0, 6)",-252.17612952117918,3.703022694284138,1573.1606667566227,2474834.4834301416,1158.8602648538533
"(2, 1, 1)(0, 0, 0, 12)",-252.17612952117918,3.703022694284138,1573.1606667566227,2474834.4834301416,1158.8602648538533
"(2, 1, 1)(0, 0, 1, 6)",-237.3827686324426,3.8346002756796596,1594.6578322224982,2542933.6018685573,1197.889290892252
"(2, 1, 1)(0, 0, 1, 12)",-234.53953309619124,4.259693365275482,1685.8319404863182,2842029.331563865,1327.233511169586
"(2, 1, 1)(0, 0, 2, 6)",-234.0477024107664,4.202081736056096,1693.7792212514532,2868888.050343179,1310.2820483223295
"(2, 1, 1)(0, 0, 2, 12)",,99.99999978391114,31170.930240198282,971626892.0393077,31131.832826398935
"(2, 1, 1)(0, 1, 0, 6)",-228.32897267201528,5.356144813249142,2200.1670591268453,4840735.088066871,1660.6752174799562
"(2, 1, 1)(0, 1, 0, 12)",-265.89546329824753,5.677089034699244,2248.093740008202,5053925.463864065,1758.8271348685205
"(2, 1, 1)(0, 1, 1, 6)",-265.33756974715374,5.157695462874087,2052.562703920584,4213013.65352578,1603.537166157432
"(2, 1, 1)(0, 1, 1, 12)",-239.69683899384353,5.461914020795689,2146.208674307943,4606211.673674659,1696.9954155906375
"(2, 1, 1)(0, 1, 2, 6)",-250.0617551881673,5.846473397038692,2265.2860049732976,5131520.684327884,1808.0382043953887
"(2, 1, 1)(1, 0, 0, 6)",-246.43039923137684,4.1316025571840145,1680.630648748823,2824519.3775138897,1287.0701245098323
"(2, 1, 1)(1, 0, 0, 12)",-269.87991539204546,5.197253880198499,2048.890847788119,4197953.706149917,1610.8855053839552
"(2, 1, 1)(1, 0, 1, 6)",-280.7951313312516,5.242271254817294,2084.0152369668704,4343119.50791008,1629.4749880056654
"(2, 1, 1)(1, 0, 1, 12)",-286.75392536344685,5.568749580361984,2187.5076243385433,4785189.606539258,1729.335396023427
"(2, 1, 1)(1, 0, 2, 6)",-266.4643488485264,5.702124064570545,2208.7405672408704,4878534.8933755215,1764.1290055997295
"(2, 1, 1)(1, 0, 2, 12)",3535.678820656351,100.0,31170.93030722265,971626896.2177315,31131.83289350748
"(2, 1, 1)(1, 1, 0, 6)",-271.9872691499837,5.540471571879826,2198.3754723515103,4832854.717436726,1716.4612226668776
"(2, 1, 1)(1, 1, 0, 12)",-235.97250287117015,6.208121512024954,2394.333970469623,5732835.1621448295,1922.303399213863
"(2, 1, 1)(1, 1, 1, 6)",-278.61442377108546,5.691194313333367,2218.8237960734123,4923179.038021627,1761.27341352901
"(2, 1, 1)(1, 1, 1, 12)",-237.7472571468457,5.956956405508448,2311.7937777331704,5344390.470765803,1846.127720191981
"(2, 1, 1)(1, 1, 2, 6)",-265.7004327752034,5.415414265142231,2137.126165753682,4567308.248349035,1681.5931206629975
"(2, 1, 1)(2, 0, 0, 6)",-271.33959175982955,5.293116062096429,2094.217066305606,4385745.120805658,1640.1430975941273
"(2, 1, 1)(2, 0, 0, 12)",-233.56981220310504,6.073623094079059,2340.3123659585426,5477061.970258471,1880.626455118693
"(2, 1, 1)(2, 0, 1, 6)",-276.8987548535323,5.820317886089551,2271.0770517120577,5157790.9748131335,1801.339667525578
"(2, 1, 1)(2, 0, 1, 12)",-234.2632180624054,5.963681067710817,2313.02806514215,5350098.830135238,1847.6609602190958
"(2, 1, 1)(2, 0, 2, 6)",-287.1941536324297,5.711656165358966,2266.156526043206,5135465.400528212,1773.944374028192
"(2, 1, 1)(2, 0, 2, 12)",3478.08797530708,100.0,31170.93030722265,971626896.2177315,31131.83289350748
"(2, 1, 1)(2, 1, 0, 6)",-249.5539829666838,5.518635617525273,2185.3178211336754,4775613.979364433,1708.6697277662302
"(2, 1, 1)(2, 1, 0, 12)",-185.48633166918663,5.941395752651977,2294.2802227670295,5263721.740579931,1841.1343690945941
"(2, 1, 1)(2, 1, 1, 6)",-256.1328506388483,5.670219715060993,2207.3596706636995,4872436.715672556,1755.4688082950706
"(2, 1, 1)(2, 1, 1, 12)",-183.8720457868215,5.964543812405809,2301.3746643922645,5296325.345906609,1847.9254420146963
"(2, 1, 1)(2, 1, 2, 6)",-259.7322002060618,5.536335882173931,2173.990459765493,4726234.519151381,1716.5127472150918
"(2, 1, 2)(0, 0, 0, 6)",-261.1774883751086,4.684928567993405,1714.192352254203,2938455.4205267974,1448.4650119397127
"(2, 1, 2)(0, 0, 0, 12)",-261.1774883751086,4.684928567993405,1714.192352254203,2938455.4205267974,1448.4650119397127
"(2, 1, 2)(0, 0, 1, 6)",-239.3840968916084,4.672644025059071,1710.3970261955294,2925457.987218511,1444.8131558838363
"(2, 1, 2)(0, 0, 1, 12)",-235.98256233080198,4.671125112893845,1774.9567255131803,3150471.3774444717,1446.9444334787488
"(2, 1, 2)(0, 0, 2, 6)",-234.53042551447376,4.5523267163612875,1761.0436704123306,3101274.8090993334,1412.002926601316
"(2, 1, 2)(0, 0, 2, 12)",3348.882278682544,3807.9268190192756,2450207.0535217174,6003514605127.575,1182576.9206633253
"(2, 1, 2)(0, 1, 0, 6)",-224.64365900537783,5.358926307829747,2200.126090875832,4840554.81575257,1661.4003179832887
"(2, 1, 2)(0, 1, 0, 12)",-260.5660078480859,5.799598157784531,2298.356466542454,5282442.447297515,1795.1778919310043
"(2, 1, 2)(0, 1, 1, 6)",-259.2732984630627,5.158352917796042,2052.696172628403,4213561.577123295,1603.9031812892845
"(2, 1, 2)(0, 1, 1, 12)",-233.3551561686668,5.554506882262817,2178.2835794451917,4744919.352480556,1724.131661237703
"(2, 1, 2)(0, 1, 2, 6)",-244.45611007888652,5.806700940038686,2252.1177713322218,5072034.455950414,1796.203610270681
"(2, 1, 2)(1, 0, 0, 6)",-244.5117860353319,4.135302774919606,1681.9778605417257,2829049.523352521,1288.2067665635684
"(2, 1, 2)(1, 0, 0, 12)",-268.55298120561713,5.293924007364699,2088.113824372744,4360219.343536568,1638.9928495015324
"(2, 1, 2)(1, 0, 1, 6)",-279.08788276396837,5.261132199039001,2090.501211257052,4370195.314267202,1635.3107816251318
"(2, 1, 2)(1, 0, 1, 12)",-280.4703051370459,5.579108016459384,2190.8195967979545,4799690.505713953,1732.1497497599667
"(2, 1, 2)(1, 0, 2, 6)",-261.0797489407153,5.646659822112222,2188.848912530363,4791059.561885354,1747.141706856755
"(2, 1, 2)(1, 0, 2, 12)",3444.3391859641924,100.0,31170.93030722265,971626896.2177315,31131.83289350748
"(2, 1, 2)(1, 1, 0, 6)",-267.4479441550761,5.419404072330871,2162.155151223585,4674914.897962685,1680.373415384311
"(2, 1, 2)(1, 1, 0, 12)",-234.30584486968294,6.220291732638684,2399.8476855935173,5759268.914048562,1925.6442105662318
"(2, 1, 2)(1, 1, 1, 6)",-270.6699078790861,5.6343820208087,2192.816459075269,4808444.0231914,1745.1094958906772
"(2, 1, 2)(1, 1, 1, 12)",-230.20156540412427,5.927904175229173,2301.717410829784,5297903.039316964,1837.6239015573115
"(2, 1, 2)(1, 1, 2, 6)",-258.4907802267588,5.36557117045485,2119.619472555026,4492786.708434446,1667.0142492623572
"(2, 1, 2)(2, 0, 0, 6)",-269.0572184453048,5.32264469129334,2107.5963687761596,4441962.453678454,1649.5100598885417
"(2, 1, 2)(2, 0, 0, 12)",-231.4899267610708,6.092383432499274,2346.991905376121,5508371.003901035,1886.5466286324872
"(2, 1, 2)(2, 0, 1, 6)",-274.82729131336504,5.803107618290277,2264.361642409078,5127333.647613537,1796.4291224738586
"(2, 1, 2)(2, 0, 1, 12)",-232.14816423531028,5.971749188260024,2316.7975288356947,5367550.789619181,1850.283934453522
"(2, 1, 2)(2, 0, 2, 6)",-280.65476277355737,5.786054527909565,2296.4485476217665,5273675.93187412,1797.378454423044
"(2, 1, 2)(2, 0, 2, 12)",3390.3891537671984,99.72348179962763,31086.462660707304,966368160.7555496,31045.957415185243
"(2, 1, 2)(2, 1, 0, 6)",-245.3614695251477,5.50245542271592,2181.9898295583557,4761079.616296103,1704.0190243879147
"(2, 1, 2)(2, 1, 0, 12)",-183.4184897570139,5.94261651573177,2295.5007252007517,5269323.579397176,1841.577408259235
"(2, 1, 2)(2, 1, 1, 6)",-248.0529976559509,5.6595344264001035,2201.1161395914255,4844912.25996986,1752.6461828287079
"(2, 1, 2)(2, 1, 1, 12)",-181.87142844457384,5.964930146939034,2300.9402803206435,5294326.173602042,1848.0298968000056
"(2, 1, 2)(2, 1, 2, 6)",-251.126125611747,5.43174541962856,2138.798707253827,4574459.9101506425,1685.8841572433137
